eventID,Zone,QuakeProb,Mq,Slip,NumSubfaults
1759,java,0.742486E-04,7.800,0.256126E+01,8
1760,java,0.742486E-04,7.800,0.256126E+01,8
1761,java,0.742486E-04,7.800,0.256126E+01,8
1762,java,0.742486E-04,7.800,0.256126E+01,8
1763,java,0.742486E-04,7.800,0.256126E+01,8
1764,java,0.742486E-04,7.800,0.256126E+01,8
1765,java,0.742486E-04,7.800,0.256126E+01,8
1766,java,0.742486E-04,7.800,0.256126E+01,8
1767,java,0.742486E-04,7.800,0.256126E+01,8
1768,java,0.742486E-04,7.800,0.256126E+01,4
1769,java,0.742486E-04,7.800,0.256126E+01,8
1770,java,0.742486E-04,7.800,0.256126E+01,8
1771,java,0.742486E-04,7.800,0.256126E+01,8
1772,java,0.742486E-04,7.800,0.256126E+01,8
1773,java,0.742486E-04,7.800,0.256126E+01,8
1774,java,0.742486E-04,7.800,0.256126E+01,8
1775,java,0.742486E-04,7.800,0.256126E+01,8
1776,java,0.742486E-04,7.800,0.256126E+01,8
1777,java,0.742486E-04,7.800,0.256126E+01,8
1778,java,0.742486E-04,7.800,0.256126E+01,8
1779,java,0.742486E-04,7.800,0.256126E+01,8
1780,java,0.742486E-04,7.800,0.256126E+01,8
1781,java,0.742486E-04,7.800,0.256126E+01,4
1782,java,0.742486E-04,7.800,0.256126E+01,8
1783,java,0.742486E-04,7.800,0.256126E+01,8
1784,java,0.742486E-04,7.800,0.256126E+01,8
1785,java,0.742486E-04,7.800,0.256126E+01,8
1786,java,0.742486E-04,7.800,0.256126E+01,8
1787,java,0.742486E-04,7.800,0.256126E+01,8
1788,java,0.742486E-04,7.800,0.256126E+01,8
1789,java,0.742486E-04,7.800,0.256126E+01,8
1790,java,0.742486E-04,7.800,0.256126E+01,8
1791,java,0.742486E-04,7.800,0.256126E+01,8
1792,java,0.742486E-04,7.800,0.256126E+01,8
1793,java,0.742486E-04,7.800,0.256126E+01,8
1794,java,0.742486E-04,7.800,0.256126E+01,4
1795,java,0.742486E-04,7.800,0.256126E+01,8
1796,java,0.742486E-04,7.800,0.256126E+01,8
1797,java,0.742486E-04,7.800,0.256126E+01,8
1798,java,0.742486E-04,7.800,0.256126E+01,8
1799,java,0.742486E-04,7.800,0.256126E+01,8
1800,java,0.742486E-04,7.800,0.256126E+01,8
1801,java,0.742486E-04,7.800,0.256126E+01,8
1802,java,0.742486E-04,7.800,0.256126E+01,8
1803,java,0.742486E-04,7.800,0.256126E+01,8
1804,java,0.742486E-04,7.800,0.256126E+01,8
1805,java,0.742486E-04,7.800,0.256126E+01,8
1806,java,0.742486E-04,7.800,0.256126E+01,8
1807,java,0.742486E-04,7.800,0.256126E+01,4
1808,java,0.742486E-04,7.800,0.256126E+01,8
1809,java,0.742486E-04,7.800,0.256126E+01,8
1810,java,0.742486E-04,7.800,0.256126E+01,8
1811,java,0.742486E-04,7.800,0.256126E+01,8
1812,java,0.742486E-04,7.800,0.256126E+01,8
1813,java,0.742486E-04,7.800,0.256126E+01,8
1814,java,0.742486E-04,7.800,0.256126E+01,8
1815,java,0.742486E-04,7.800,0.256126E+01,8
1816,java,0.742486E-04,7.800,0.256126E+01,8
1817,java,0.742486E-04,7.800,0.256126E+01,8
1818,java,0.742486E-04,7.800,0.256126E+01,8
1819,java,0.742486E-04,7.800,0.256126E+01,8
1820,java,0.742486E-04,7.800,0.256126E+01,4
1821,java,0.742486E-04,7.800,0.256126E+01,8
1822,java,0.742486E-04,7.800,0.256126E+01,8
1823,java,0.742486E-04,7.800,0.256126E+01,8
1824,java,0.742486E-04,7.800,0.256126E+01,8
1825,java,0.742486E-04,7.800,0.256126E+01,8
1826,java,0.742486E-04,7.800,0.256126E+01,8
1827,java,0.742486E-04,7.800,0.256126E+01,8
1828,java,0.742486E-04,7.800,0.256126E+01,8
1829,java,0.742486E-04,7.800,0.256126E+01,8
1830,java,0.742486E-04,7.800,0.256126E+01,8
1831,java,0.742486E-04,7.800,0.256126E+01,8
1832,java,0.742486E-04,7.800,0.256126E+01,8
1833,java,0.742486E-04,7.800,0.256126E+01,4
1834,java,0.742486E-04,7.800,0.256126E+01,8
1835,java,0.742486E-04,7.800,0.256126E+01,8
1836,java,0.742486E-04,7.800,0.256126E+01,8
1837,java,0.742486E-04,7.800,0.256126E+01,8
1838,java,0.742486E-04,7.800,0.256126E+01,8
1839,java,0.742486E-04,7.800,0.256126E+01,8
1840,java,0.742486E-04,7.800,0.256126E+01,8
1841,java,0.742486E-04,7.800,0.256126E+01,8
1842,java,0.742486E-04,7.800,0.256126E+01,8
1843,java,0.742486E-04,7.800,0.256126E+01,8
1844,java,0.742486E-04,7.800,0.256126E+01,8
1845,java,0.742486E-04,7.800,0.256126E+01,8
1846,java,0.742486E-04,7.800,0.256126E+01,4
1847,java,0.742486E-04,7.800,0.256126E+01,8
1848,java,0.742486E-04,7.800,0.256126E+01,8
1849,java,0.742486E-04,7.800,0.256126E+01,8
1850,java,0.742486E-04,7.800,0.256126E+01,8
1851,java,0.742486E-04,7.800,0.256126E+01,8
1852,java,0.742486E-04,7.800,0.256126E+01,8
1853,java,0.742486E-04,7.800,0.256126E+01,8
1854,java,0.742486E-04,7.800,0.256126E+01,8
1855,java,0.742486E-04,7.800,0.256126E+01,8
1856,java,0.742486E-04,7.800,0.256126E+01,8
1857,java,0.742486E-04,7.800,0.256126E+01,8
1858,java,0.742486E-04,7.800,0.256126E+01,8
1859,java,0.742486E-04,7.800,0.256126E+01,4
1860,java,0.742486E-04,7.800,0.256126E+01,8
1861,java,0.742486E-04,7.800,0.256126E+01,8
1862,java,0.742486E-04,7.800,0.256126E+01,8
1863,java,0.742486E-04,7.800,0.256126E+01,8
1864,java,0.742486E-04,7.800,0.256126E+01,8
1865,java,0.742486E-04,7.800,0.256126E+01,8
1866,java,0.742486E-04,7.800,0.256126E+01,8
1867,java,0.742486E-04,7.800,0.256126E+01,8
1868,java,0.742486E-04,7.800,0.256126E+01,8
1869,java,0.742486E-04,7.800,0.256126E+01,8
1870,java,0.742486E-04,7.800,0.256126E+01,8
1871,java,0.742486E-04,7.800,0.256126E+01,8
1872,java,0.742486E-04,7.800,0.256126E+01,4
1873,java,0.742486E-04,7.800,0.256126E+01,8
1874,java,0.742486E-04,7.800,0.256126E+01,8
1875,java,0.742486E-04,7.800,0.256126E+01,8
1876,java,0.742486E-04,7.800,0.256126E+01,8
1877,java,0.742486E-04,7.800,0.256126E+01,8
1878,java,0.742486E-04,7.800,0.256126E+01,8
1879,java,0.742486E-04,7.800,0.256126E+01,8
1880,java,0.742486E-04,7.800,0.256126E+01,8
1881,java,0.742486E-04,7.800,0.256126E+01,8
1882,java,0.742486E-04,7.800,0.256126E+01,8
1883,java,0.742486E-04,7.800,0.256126E+01,8
1884,java,0.742486E-04,7.800,0.256126E+01,8
1885,java,0.742486E-04,7.800,0.256126E+01,4
1886,java,0.742486E-04,7.800,0.256126E+01,8
1887,java,0.742486E-04,7.800,0.256126E+01,8
1888,java,0.742486E-04,7.800,0.256126E+01,8
1889,java,0.742486E-04,7.800,0.256126E+01,8
1890,java,0.742486E-04,7.800,0.256126E+01,8
1891,java,0.742486E-04,7.800,0.256126E+01,8
1892,java,0.742486E-04,7.800,0.256126E+01,8
1893,java,0.742486E-04,7.800,0.256126E+01,8
1894,java,0.742486E-04,7.800,0.256126E+01,8
1895,java,0.742486E-04,7.800,0.256126E+01,8
1896,java,0.742486E-04,7.800,0.256126E+01,8
1897,java,0.742486E-04,7.800,0.256126E+01,8
1898,java,0.742486E-04,7.800,0.256126E+01,4
1899,java,0.742486E-04,7.800,0.256126E+01,8
1900,java,0.742486E-04,7.800,0.256126E+01,8
1901,java,0.742486E-04,7.800,0.256126E+01,8
1902,java,0.742486E-04,7.800,0.256126E+01,8
1903,java,0.742486E-04,7.800,0.256126E+01,8
1904,java,0.742486E-04,7.800,0.256126E+01,8
1905,java,0.742486E-04,7.800,0.256126E+01,8
1906,java,0.742486E-04,7.800,0.256126E+01,8
1907,java,0.742486E-04,7.800,0.256126E+01,8
1908,java,0.742486E-04,7.800,0.256126E+01,8
1909,java,0.742486E-04,7.800,0.256126E+01,8
1910,java,0.742486E-04,7.800,0.256126E+01,8
1911,java,0.742486E-04,7.800,0.256126E+01,4
1912,java,0.742486E-04,7.800,0.256126E+01,8
1913,java,0.742486E-04,7.800,0.256126E+01,8
1914,java,0.742486E-04,7.800,0.256126E+01,8
1915,java,0.742486E-04,7.800,0.256126E+01,8
1916,java,0.742486E-04,7.800,0.256126E+01,8
1917,java,0.742486E-04,7.800,0.256126E+01,8
1918,java,0.742486E-04,7.800,0.256126E+01,8
1919,java,0.742486E-04,7.800,0.256126E+01,8
1920,java,0.742486E-04,7.800,0.256126E+01,8
1921,java,0.742486E-04,7.800,0.256126E+01,8
1922,java,0.742486E-04,7.800,0.256126E+01,8
1923,java,0.742486E-04,7.800,0.256126E+01,8
1924,java,0.742486E-04,7.800,0.256126E+01,4
1925,java,0.742486E-04,7.800,0.256126E+01,8
1926,java,0.742486E-04,7.800,0.256126E+01,8
1927,java,0.742486E-04,7.800,0.256126E+01,8
1928,java,0.742486E-04,7.800,0.256126E+01,8
1929,java,0.742486E-04,7.800,0.256126E+01,8
1930,java,0.742486E-04,7.800,0.256126E+01,8
1931,java,0.742486E-04,7.800,0.256126E+01,8
1932,java,0.742486E-04,7.800,0.256126E+01,8
1933,java,0.742486E-04,7.800,0.256126E+01,8
1934,java,0.742486E-04,7.800,0.256126E+01,8
1935,java,0.742486E-04,7.800,0.256126E+01,8
1936,java,0.742486E-04,7.800,0.256126E+01,8
1937,java,0.742486E-04,7.800,0.256126E+01,4
1938,java,0.742486E-04,7.800,0.256126E+01,8
1939,java,0.742486E-04,7.800,0.256126E+01,8
1940,java,0.742486E-04,7.800,0.256126E+01,8
1941,java,0.742486E-04,7.800,0.256126E+01,8
1942,java,0.742486E-04,7.800,0.256126E+01,8
1943,java,0.742486E-04,7.800,0.256126E+01,8
1944,java,0.742486E-04,7.800,0.256126E+01,8
1945,java,0.742486E-04,7.800,0.256126E+01,8
1946,java,0.742486E-04,7.800,0.256126E+01,8
1947,java,0.742486E-04,7.800,0.256126E+01,8
1948,java,0.742486E-04,7.800,0.256126E+01,8
1949,java,0.742486E-04,7.800,0.256126E+01,8
1950,java,0.742486E-04,7.800,0.256126E+01,4
1951,java,0.742486E-04,7.800,0.256126E+01,8
1952,java,0.742486E-04,7.800,0.256126E+01,8
1953,java,0.742486E-04,7.800,0.256126E+01,8
1954,java,0.742486E-04,7.800,0.256126E+01,8
1955,java,0.742486E-04,7.800,0.256126E+01,8
1956,java,0.742486E-04,7.800,0.256126E+01,8
1957,java,0.742486E-04,7.800,0.256126E+01,8
1958,java,0.742486E-04,7.800,0.256126E+01,8
1959,java,0.742486E-04,7.800,0.256126E+01,8
1960,java,0.742486E-04,7.800,0.256126E+01,8
1961,java,0.742486E-04,7.800,0.256126E+01,8
1962,java,0.742486E-04,7.800,0.256126E+01,8
1963,java,0.742486E-04,7.800,0.256126E+01,4
1964,java,0.742486E-04,7.800,0.256126E+01,8
1965,java,0.742486E-04,7.800,0.256126E+01,8
1966,java,0.742486E-04,7.800,0.256126E+01,8
1967,java,0.742486E-04,7.800,0.256126E+01,8
1968,java,0.742486E-04,7.800,0.256126E+01,8
1969,java,0.742486E-04,7.800,0.256126E+01,8
1970,java,0.742486E-04,7.800,0.256126E+01,8
1971,java,0.742486E-04,7.800,0.256126E+01,8
1972,java,0.742486E-04,7.800,0.256126E+01,8
1973,java,0.742486E-04,7.800,0.256126E+01,8
1974,java,0.742486E-04,7.800,0.256126E+01,8
1975,java,0.742486E-04,7.800,0.256126E+01,8
1976,java,0.742486E-04,7.800,0.256126E+01,4
1977,java,0.742486E-04,7.800,0.256126E+01,8
1978,java,0.742486E-04,7.800,0.256126E+01,8
1979,java,0.742486E-04,7.800,0.256126E+01,8
1980,java,0.742486E-04,7.800,0.256126E+01,8
1981,java,0.742486E-04,7.800,0.256126E+01,8
1982,java,0.742486E-04,7.800,0.256126E+01,8
1983,java,0.742486E-04,7.800,0.256126E+01,8
1984,java,0.742486E-04,7.800,0.256126E+01,8
1985,java,0.742486E-04,7.800,0.256126E+01,8
1986,java,0.742486E-04,7.800,0.256126E+01,8
1987,java,0.742486E-04,7.800,0.256126E+01,8
1988,java,0.742486E-04,7.800,0.256126E+01,8
1989,java,0.742486E-04,7.800,0.256126E+01,4
1990,java,0.742486E-04,7.800,0.256126E+01,8
1991,java,0.742486E-04,7.800,0.256126E+01,8
1992,java,0.742486E-04,7.800,0.256126E+01,8
1993,java,0.742486E-04,7.800,0.256126E+01,8
1994,java,0.742486E-04,7.800,0.256126E+01,8
1995,java,0.742486E-04,7.800,0.256126E+01,8
1996,java,0.742486E-04,7.800,0.256126E+01,8
1997,java,0.742486E-04,7.800,0.256126E+01,8
1998,java,0.742486E-04,7.800,0.256126E+01,8
1999,java,0.742486E-04,7.800,0.256126E+01,8
2000,java,0.742486E-04,7.800,0.256126E+01,8
2001,java,0.742486E-04,7.800,0.256126E+01,8
2002,java,0.742486E-04,7.800,0.256126E+01,4
2003,java,0.742486E-04,7.800,0.256126E+01,8
2004,java,0.742486E-04,7.800,0.256126E+01,8
2005,java,0.742486E-04,7.800,0.256126E+01,8
2006,java,0.742486E-04,7.800,0.256126E+01,8
2007,java,0.742486E-04,7.800,0.256126E+01,8
2008,java,0.742486E-04,7.800,0.256126E+01,8
2009,java,0.742486E-04,7.800,0.256126E+01,8
2010,java,0.742486E-04,7.800,0.256126E+01,8
2011,java,0.742486E-04,7.800,0.256126E+01,8
2012,java,0.742486E-04,7.800,0.256126E+01,8
2013,java,0.742486E-04,7.800,0.256126E+01,8
2014,java,0.742486E-04,7.800,0.256126E+01,8
2015,java,0.742486E-04,7.800,0.256126E+01,4
2016,java,0.742486E-04,7.800,0.256126E+01,8
2017,java,0.742486E-04,7.800,0.256126E+01,8
2018,java,0.742486E-04,7.800,0.256126E+01,8
2019,java,0.742486E-04,7.800,0.256126E+01,8
2020,java,0.742486E-04,7.800,0.256126E+01,8
2021,java,0.742486E-04,7.800,0.256126E+01,8
2022,java,0.742486E-04,7.800,0.256126E+01,8
2023,java,0.742486E-04,7.800,0.256126E+01,8
2024,java,0.742486E-04,7.800,0.256126E+01,8
2025,java,0.742486E-04,7.800,0.256126E+01,8
2026,java,0.742486E-04,7.800,0.256126E+01,8
2027,java,0.742486E-04,7.800,0.256126E+01,8
2028,java,0.742486E-04,7.800,0.256126E+01,4
2029,java,0.742486E-04,7.800,0.256126E+01,8
2030,java,0.742486E-04,7.800,0.256126E+01,8
2031,java,0.742486E-04,7.800,0.256126E+01,8
2032,java,0.742486E-04,7.800,0.256126E+01,8
2033,java,0.742486E-04,7.800,0.256126E+01,8
2034,java,0.742486E-04,7.800,0.256126E+01,8
2035,java,0.742486E-04,7.800,0.256126E+01,8
2036,java,0.742486E-04,7.800,0.256126E+01,8
2037,java,0.742486E-04,7.800,0.256126E+01,8
2038,java,0.742486E-04,7.800,0.256126E+01,8
2039,java,0.742486E-04,7.800,0.256126E+01,8
2040,java,0.742486E-04,7.800,0.256126E+01,8
2041,java,0.742486E-04,7.800,0.256126E+01,4
2042,java,0.742486E-04,7.800,0.256126E+01,8
2043,java,0.742486E-04,7.800,0.256126E+01,8
2044,java,0.742486E-04,7.800,0.256126E+01,8
2045,java,0.742486E-04,7.800,0.256126E+01,8
2046,java,0.742486E-04,7.800,0.256126E+01,8
2047,java,0.742486E-04,7.800,0.256126E+01,8
2048,java,0.742486E-04,7.800,0.256126E+01,8
2049,java,0.742486E-04,7.800,0.256126E+01,8
2050,java,0.742486E-04,7.800,0.256126E+01,8
2051,java,0.742486E-04,7.800,0.256126E+01,8
2052,java,0.742486E-04,7.800,0.256126E+01,8
2053,java,0.742486E-04,7.800,0.256126E+01,8
2054,java,0.742486E-04,7.800,0.256126E+01,4
2055,java,0.742486E-04,7.800,0.256126E+01,8
2056,java,0.742486E-04,7.800,0.256126E+01,8
2057,java,0.742486E-04,7.800,0.256126E+01,8
2058,java,0.742486E-04,7.800,0.256126E+01,8
2059,java,0.742486E-04,7.800,0.256126E+01,8
2060,java,0.742486E-04,7.800,0.256126E+01,8
2061,java,0.742486E-04,7.800,0.256126E+01,8
2062,java,0.742486E-04,7.800,0.256126E+01,8
2063,java,0.742486E-04,7.800,0.256126E+01,8
2064,java,0.742486E-04,7.800,0.256126E+01,8
2065,java,0.742486E-04,7.800,0.256126E+01,8
2066,java,0.742486E-04,7.800,0.256126E+01,8
2067,java,0.742486E-04,7.800,0.256126E+01,4
2068,java,0.742486E-04,7.800,0.256126E+01,8
2069,java,0.742486E-04,7.800,0.256126E+01,8
2070,java,0.742486E-04,7.800,0.256126E+01,8
2071,java,0.742486E-04,7.800,0.256126E+01,8
2072,java,0.742486E-04,7.800,0.256126E+01,8
2073,java,0.742486E-04,7.800,0.256126E+01,8
2074,java,0.742486E-04,7.800,0.256126E+01,8
2075,java,0.742486E-04,7.800,0.256126E+01,8
2076,java,0.742486E-04,7.800,0.256126E+01,8
2077,java,0.742486E-04,7.800,0.256126E+01,8
2078,java,0.742486E-04,7.800,0.256126E+01,8
2079,java,0.742486E-04,7.800,0.256126E+01,8
2080,java,0.742486E-04,7.800,0.256126E+01,4
2081,java,0.742486E-04,7.800,0.256126E+01,8
2082,java,0.742486E-04,7.800,0.256126E+01,8
2083,java,0.742486E-04,7.800,0.256126E+01,8
2084,java,0.742486E-04,7.800,0.256126E+01,8
2085,java,0.742486E-04,7.800,0.256126E+01,8
2086,java,0.742486E-04,7.800,0.256126E+01,8
2087,java,0.742486E-04,7.800,0.256126E+01,8
2088,java,0.742486E-04,7.800,0.256126E+01,8
2089,java,0.742486E-04,7.800,0.256126E+01,8
2090,java,0.742486E-04,7.800,0.256126E+01,8
2091,java,0.742486E-04,7.800,0.256126E+01,8
2092,java,0.742486E-04,7.800,0.256126E+01,8
2093,java,0.742486E-04,7.800,0.256126E+01,4
2094,java,0.742486E-04,7.800,0.256126E+01,8
2095,java,0.742486E-04,7.800,0.256126E+01,8
2096,java,0.742486E-04,7.800,0.256126E+01,8
2097,java,0.742486E-04,7.800,0.256126E+01,8
2098,java,0.742486E-04,7.800,0.256126E+01,8
2099,java,0.742486E-04,7.800,0.256126E+01,8
2100,java,0.742486E-04,7.800,0.256126E+01,8
2101,java,0.742486E-04,7.800,0.256126E+01,8
2102,java,0.742486E-04,7.800,0.256126E+01,8
2103,java,0.742486E-04,7.800,0.256126E+01,8
2104,java,0.742486E-04,7.800,0.256126E+01,8
2105,java,0.742486E-04,7.800,0.256126E+01,8
2106,java,0.742486E-04,7.800,0.256126E+01,4
2107,java,0.742486E-04,7.800,0.256126E+01,8
2108,java,0.742486E-04,7.800,0.256126E+01,8
2109,java,0.742486E-04,7.800,0.256126E+01,8
2110,java,0.742486E-04,7.800,0.256126E+01,8
2111,java,0.742486E-04,7.800,0.256126E+01,8
2112,java,0.742486E-04,7.800,0.256126E+01,8
2113,java,0.742486E-04,7.800,0.256126E+01,8
2114,java,0.742486E-04,7.800,0.256126E+01,8
2115,java,0.742486E-04,7.800,0.256126E+01,8
2116,java,0.742486E-04,7.800,0.256126E+01,8
2117,java,0.742486E-04,7.800,0.256126E+01,8
2118,java,0.742486E-04,7.800,0.256126E+01,8
2119,java,0.742486E-04,7.800,0.256126E+01,4
2120,java,0.742486E-04,7.800,0.256126E+01,8
2121,java,0.742486E-04,7.800,0.256126E+01,8
2122,java,0.742486E-04,7.800,0.256126E+01,8
2123,java,0.742486E-04,7.800,0.256126E+01,8
2124,java,0.742486E-04,7.800,0.256126E+01,8
2125,java,0.742486E-04,7.800,0.256126E+01,8
2126,java,0.742486E-04,7.800,0.256126E+01,8
2127,java,0.742486E-04,7.800,0.256126E+01,8
2128,java,0.742486E-04,7.800,0.256126E+01,8
2129,java,0.742486E-04,7.800,0.256126E+01,8
2130,java,0.742486E-04,7.800,0.256126E+01,8
2131,java,0.742486E-04,7.800,0.256126E+01,8
2132,java,0.742486E-04,7.800,0.256126E+01,4
2133,java,0.742486E-04,7.800,0.256126E+01,8
2134,java,0.742486E-04,7.800,0.256126E+01,8
2135,java,0.742486E-04,7.800,0.256126E+01,8
2136,java,0.742486E-04,7.800,0.256126E+01,8
2137,java,0.742486E-04,7.800,0.256126E+01,8
2138,java,0.742486E-04,7.800,0.256126E+01,8
2139,java,0.742486E-04,7.800,0.256126E+01,8
2140,java,0.742486E-04,7.800,0.256126E+01,8
2141,java,0.742486E-04,7.800,0.256126E+01,8
2142,java,0.742486E-04,7.800,0.256126E+01,8
2143,java,0.742486E-04,7.800,0.256126E+01,8
2144,java,0.742486E-04,7.800,0.256126E+01,8
2145,java,0.742486E-04,7.800,0.256126E+01,4
2146,java,0.742486E-04,7.800,0.256126E+01,8
2147,java,0.742486E-04,7.800,0.256126E+01,8
2148,java,0.742486E-04,7.800,0.256126E+01,8
2149,java,0.742486E-04,7.800,0.256126E+01,8
2150,java,0.742486E-04,7.800,0.256126E+01,8
2151,java,0.742486E-04,7.800,0.256126E+01,8
2152,java,0.742486E-04,7.800,0.256126E+01,8
2153,java,0.742486E-04,7.800,0.256126E+01,8
2154,java,0.742486E-04,7.800,0.256126E+01,8
2155,java,0.742486E-04,7.800,0.256126E+01,8
2156,java,0.742486E-04,7.800,0.256126E+01,8
2157,java,0.742486E-04,7.800,0.256126E+01,8
2158,java,0.742486E-04,7.800,0.256126E+01,4
2159,java,0.742486E-04,7.800,0.256126E+01,8
2160,java,0.742486E-04,7.800,0.256126E+01,8
2161,java,0.742486E-04,7.800,0.256126E+01,8
2162,java,0.742486E-04,7.800,0.256126E+01,8
2163,java,0.742486E-04,7.800,0.256126E+01,8
2164,java,0.742486E-04,7.800,0.256126E+01,8
2165,java,0.742486E-04,7.800,0.256126E+01,8
2166,java,0.742486E-04,7.800,0.256126E+01,8
2167,java,0.742486E-04,7.800,0.256126E+01,8
2168,java,0.742486E-04,7.800,0.256126E+01,8
2169,java,0.742486E-04,7.800,0.256126E+01,8
2170,java,0.742486E-04,7.800,0.256126E+01,8
2171,java,0.742486E-04,7.800,0.256126E+01,4
2172,java,0.742486E-04,7.800,0.256126E+01,8
2173,java,0.742486E-04,7.800,0.256126E+01,8
2174,java,0.742486E-04,7.800,0.256126E+01,8
2175,java,0.742486E-04,7.800,0.256126E+01,8
2176,java,0.742486E-04,7.800,0.256126E+01,8
2177,java,0.742486E-04,7.800,0.256126E+01,8
2178,java,0.742486E-04,7.800,0.256126E+01,8
2179,java,0.742486E-04,7.800,0.256126E+01,8
2180,java,0.742486E-04,7.800,0.256126E+01,8
2181,java,0.742486E-04,7.800,0.256126E+01,8
2182,java,0.742486E-04,7.800,0.256126E+01,8
2183,java,0.742486E-04,7.800,0.256126E+01,8
2184,java,0.742486E-04,7.800,0.256126E+01,4
2185,java,0.742486E-04,7.800,0.256126E+01,8
2186,java,0.742486E-04,7.800,0.256126E+01,8
2187,java,0.742486E-04,7.800,0.256126E+01,8
2188,java,0.742486E-04,7.800,0.256126E+01,8
2189,java,0.742486E-04,7.800,0.256126E+01,8
2190,java,0.742486E-04,7.800,0.256126E+01,8
2191,java,0.742486E-04,7.800,0.256126E+01,8
2192,java,0.742486E-04,7.800,0.256126E+01,8
2193,java,0.742486E-04,7.800,0.256126E+01,8
2194,java,0.742486E-04,7.800,0.256126E+01,8
2195,java,0.742486E-04,7.800,0.256126E+01,8
2196,java,0.742486E-04,7.800,0.256126E+01,8
2197,java,0.742486E-04,7.800,0.256126E+01,4
2198,java,0.742486E-04,7.800,0.256126E+01,8
2199,java,0.742486E-04,7.800,0.256126E+01,8
2200,java,0.742486E-04,7.800,0.256126E+01,8
2201,java,0.742486E-04,7.800,0.256126E+01,8
2202,java,0.742486E-04,7.800,0.256126E+01,8
2203,java,0.742486E-04,7.800,0.256126E+01,8
2204,java,0.742486E-04,7.800,0.256126E+01,8
2205,java,0.742486E-04,7.800,0.256126E+01,8
2206,java,0.742486E-04,7.800,0.256126E+01,8
2207,java,0.742486E-04,7.800,0.256126E+01,8
2208,java,0.742486E-04,7.800,0.256126E+01,8
2209,java,0.742486E-04,7.800,0.256126E+01,8
2210,java,0.742486E-04,7.800,0.256126E+01,4
2211,java,0.742486E-04,7.800,0.256126E+01,6
2212,java,0.742486E-04,7.800,0.256126E+01,6
2213,java,0.742486E-04,7.800,0.256126E+01,6
2214,java,0.742486E-04,7.800,0.256126E+01,6
2215,java,0.742486E-04,7.800,0.256126E+01,6
2216,java,0.742486E-04,7.800,0.256126E+01,6
2217,java,0.742486E-04,7.800,0.256126E+01,6
2218,java,0.742486E-04,7.800,0.256126E+01,6
2219,java,0.742486E-04,7.800,0.256126E+01,6
2220,java,0.742486E-04,7.800,0.256126E+01,6
2221,java,0.742486E-04,7.800,0.256126E+01,6
2222,java,0.742486E-04,7.800,0.256126E+01,6
2223,java,0.742486E-04,7.800,0.256126E+01,3
2224,java,0.589778E-04,7.900,0.293396E+01,8
2225,java,0.589778E-04,7.900,0.293396E+01,8
2226,java,0.589778E-04,7.900,0.293396E+01,8
2227,java,0.589778E-04,7.900,0.293396E+01,8
2228,java,0.589778E-04,7.900,0.293396E+01,8
2229,java,0.589778E-04,7.900,0.293396E+01,8
2230,java,0.589778E-04,7.900,0.293396E+01,8
2231,java,0.589778E-04,7.900,0.293396E+01,8
2232,java,0.589778E-04,7.900,0.293396E+01,8
2233,java,0.589778E-04,7.900,0.293396E+01,8
2234,java,0.589778E-04,7.900,0.293396E+01,8
2235,java,0.589778E-04,7.900,0.293396E+01,8
2236,java,0.589778E-04,7.900,0.293396E+01,4
2237,java,0.589778E-04,7.900,0.293396E+01,8
2238,java,0.589778E-04,7.900,0.293396E+01,8
2239,java,0.589778E-04,7.900,0.293396E+01,8
2240,java,0.589778E-04,7.900,0.293396E+01,8
2241,java,0.589778E-04,7.900,0.293396E+01,8
2242,java,0.589778E-04,7.900,0.293396E+01,8
2243,java,0.589778E-04,7.900,0.293396E+01,8
2244,java,0.589778E-04,7.900,0.293396E+01,8
2245,java,0.589778E-04,7.900,0.293396E+01,8
2246,java,0.589778E-04,7.900,0.293396E+01,8
2247,java,0.589778E-04,7.900,0.293396E+01,8
2248,java,0.589778E-04,7.900,0.293396E+01,8
2249,java,0.589778E-04,7.900,0.293396E+01,4
2250,java,0.589778E-04,7.900,0.293396E+01,8
2251,java,0.589778E-04,7.900,0.293396E+01,8
2252,java,0.589778E-04,7.900,0.293396E+01,8
2253,java,0.589778E-04,7.900,0.293396E+01,8
2254,java,0.589778E-04,7.900,0.293396E+01,8
2255,java,0.589778E-04,7.900,0.293396E+01,8
2256,java,0.589778E-04,7.900,0.293396E+01,8
2257,java,0.589778E-04,7.900,0.293396E+01,8
2258,java,0.589778E-04,7.900,0.293396E+01,8
2259,java,0.589778E-04,7.900,0.293396E+01,8
2260,java,0.589778E-04,7.900,0.293396E+01,8
2261,java,0.589778E-04,7.900,0.293396E+01,8
2262,java,0.589778E-04,7.900,0.293396E+01,4
2263,java,0.589778E-04,7.900,0.293396E+01,8
2264,java,0.589778E-04,7.900,0.293396E+01,8
2265,java,0.589778E-04,7.900,0.293396E+01,8
2266,java,0.589778E-04,7.900,0.293396E+01,8
2267,java,0.589778E-04,7.900,0.293396E+01,8
2268,java,0.589778E-04,7.900,0.293396E+01,8
2269,java,0.589778E-04,7.900,0.293396E+01,8
2270,java,0.589778E-04,7.900,0.293396E+01,8
2271,java,0.589778E-04,7.900,0.293396E+01,8
2272,java,0.589778E-04,7.900,0.293396E+01,8
2273,java,0.589778E-04,7.900,0.293396E+01,8
2274,java,0.589778E-04,7.900,0.293396E+01,8
2275,java,0.589778E-04,7.900,0.293396E+01,4
