1949,139.1670,-37.1670,337256.6769,5885028.4904
1948,139.0330,-37.0830,325165.0330,5894110.1223
1947,138.8670,-37.0670,310368.6119,5895566.9226
1946,138.7000,-37.0500,295473.9338,5897106.8100
1945,138.5330,-37.0170,280526.0948,5900396.0731
1944,138.2170,-37.0500,252514.9380,5895957.9219
1943,138.0500,-37.0330,237601.9692,5897396.3493
